#Table1
objid,ra,dec,magnitude,redshift
1237667911133036643,192.285243195468,24.5555041434185,17.26571,0.04965734
1237665427552993503,195.003063960814,28.7504087785782,18.30486,0.1634899
1237667441901961315,196.685937651296,26.0594709249484,17.80299,0.06944311
1237667912745353849,196.716577923139,25.4020715826814,22.33934,0.5964965
1237667323797635436,194.667980111757,27.6650406873568,19.37809,0.2829781
1237667444048593198,194.689411138307,27.8799578659763,18.37894,0.0282389
1237667324334506544,194.692443795007,28.1694868613874,21.87388,0.4605733
1237667444585463896,194.713294501208,28.2483411877197,18.10708,0.1665094
1237667322185777324,191.41930044747,26.6392812612398,20.1348,0.3541812
1237667252945748981,194.592197883388,28.7303582967772,22.93292,0.58549
1237665440441958969,194.630013184386,28.5472979480668,21.76991,0.5267765
1237665440441959012,194.642844944181,28.4565118753489,20.46024,0.3803137
1237667447807672532,195.322570908872,24.8576582333354,20.62495,0.3817008
1237667447807672634,195.33186213715,24.9492741285805,20.00254,0.5164821
1237667322724155512,195.333662968,26.8867456529938,17.72175,0.02694282
1237665428089929911,195.346461201086,29.0099283120865,17.51609,0.08939516
1237667442975113365,195.348076606807,27.0558510191061,18.66592,0.20148
1237667324334768664,195.373592300105,27.9641445086172,21.85094,0.5362545
1237667448881414240,195.388196515974,25.7129333315984,18.30062,0.1149983
1237667441899798608,191.20882579296,26.3430359466809,17.29004,0.08288924
1237667444584087685,191.228845571193,28.6175265090105,18.335,0.08875129
1237665440441434172,193.198457728517,28.682952459504,18.41619,0.1426558
1237667323797242414,193.668079795124,27.7206467036526,22.55191,0.6556582
1237667322186694711,193.675301904441,26.4050559106508,17.69092,0.07920314
1237667448880758917,193.685836190192,25.8410156799114,17.1952,0.0692516
1237667911133561015,193.693945325886,24.3539329013895,20.66814,0.3422686
1237667322724811327,196.955976679595,26.668984523913,21.471,0.4034466
1237667253482423132,194.157973480392,29.0745636773294,21.15919,0.4079701
1237667443511525478,194.160189201815,27.5709432176904,18.20073,0.02537161
1237667321650020482,194.170311004628,25.9863530172524,21.23033,0.4285696
1237667447807280029,194.220178958994,25.0494363233854,22.82086,0.6603504
1237665440442351734,195.633184584351,28.4393232519616,16.55764,0.01990046
1237665428090061046,195.677444894383,29.1295671101411,18.66329,0
1237667323796127885,190.902625141293,27.8919268177324,17.0119,0.08305417
1237667322185581149,190.916489104516,26.5382850008424,22.15796,0.5698521
1237667442973409738,190.92185576459,27.2674205146136,21.6984,0.5850539
